EntryTime,Type,TakeProfitDate,ExitDate,return,slug
2024-10-27 00:00:00,short,2024-10-27 12:00:00,2024-10-27 12:00:00,-0.0058981847334365,ATOM
2021-03-10 00:00:00,short,2021-04-03 00:00:00,2021-03-19 00:00:00,-0.1577282255934179,AVAX
2021-04-03 12:00:00,short,2021-04-08 00:00:00,2021-04-06 00:00:00,-0.1760252100547311,AVAX
2021-04-09 12:00:00,long,2021-05-02 12:00:00,2021-04-18 00:00:00,-0.0855750004759217,AVAX
2021-04-18 00:00:00,short,2021-04-30 12:00:00,2021-04-30 12:00:00,-0.2069727270936499,AVAX
2021-05-03 00:00:00,long,2021-05-19 00:00:00,2021-05-04 12:00:00,-0.0929878148585977,AVAX
2021-05-04 12:00:00,short,2021-07-05 12:00:00,2021-05-05 00:00:00,-0.0710291276245164,AVAX
2021-05-19 00:00:00,short,2021-07-05 12:00:00,2021-07-05 12:00:00,1.3276381909547736,AVAX
2021-07-15 00:00:00,short,2021-07-26 00:00:00,2021-07-26 00:00:00,-0.074517766497462,AVAX
2021-07-28 00:00:00,long,2021-09-07 00:00:00,2021-09-07 00:00:00,2.452110913787536,AVAX
2021-09-10 00:00:00,long,2021-10-23 12:00:00,2021-10-23 12:00:00,0.4004305705059201,AVAX
2021-10-24 00:00:00,long,2021-12-03 12:00:00,2021-10-27 00:00:00,-0.0825508731966589,AVAX
2021-12-04 00:00:00,short,2021-12-17 12:00:00,2021-12-17 12:00:00,-0.2473759156387552,AVAX
2021-12-18 00:00:00,long,2022-01-03 12:00:00,2021-12-20 00:00:00,-0.1106104024821168,AVAX
2022-01-05 12:00:00,short,2022-02-04 12:00:00,2022-02-04 12:00:00,0.3392906241407751,AVAX
2022-02-08 00:00:00,long,2022-03-02 00:00:00,2022-02-24 00:00:00,-0.2333392052674134,AVAX
2022-02-21 12:00:00,short,2022-03-09 00:00:00,2022-02-26 00:00:00,-0.1546757000341857,AVAX
2022-02-28 12:00:00,long,2022-04-06 12:00:00,2022-03-07 00:00:00,-0.148352850721552,AVAX
2022-03-10 00:00:00,short,2022-06-27 00:00:00,2022-03-18 12:00:00,-0.130608788248032,AVAX
2022-03-18 12:00:00,long,2022-04-06 12:00:00,2022-04-06 12:00:00,-0.0294014700735035,AVAX
2022-04-07 00:00:00,long,2022-08-19 00:00:00,2022-04-11 00:00:00,-0.1047156038308806,AVAX
2022-04-11 00:00:00,short,2022-06-27 00:00:00,2022-06-26 00:00:00,2.685169440058302,AVAX
2022-06-26 12:00:00,short,2022-09-12 00:00:00,2022-07-19 00:00:00,-0.1961670245142575,AVAX
2022-07-16 12:00:00,long,2022-08-19 00:00:00,2022-08-03 00:00:00,0.0552941176470589,AVAX
2022-08-20 12:00:00,short,2022-09-12 00:00:00,2022-09-12 00:00:00,0.0447411571796674,AVAX
2022-09-13 12:00:00,short,2022-12-04 00:00:00,2022-12-04 00:00:00,0.379133930202814,AVAX
2022-11-08 12:00:00,short,2022-12-04 00:00:00,2022-12-04 00:00:00,0.1708386625251234,AVAX
2022-12-16 00:00:00,short,2023-01-04 12:00:00,2023-01-04 12:00:00,0.0426229508196722,AVAX
2023-01-11 12:00:00,long,2023-02-09 12:00:00,2023-02-09 12:00:00,0.1878940731399747,AVAX
2023-02-20 00:00:00,long,2023-04-02 12:00:00,2023-02-24 12:00:00,-0.1315925394548063,AVAX
2023-02-24 12:00:00,short,2023-03-17 12:00:00,2023-03-17 12:00:00,0.0360563380281691,AVAX
2023-03-20 00:00:00,short,2023-04-24 00:00:00,2023-04-14 00:00:00,-0.0981776647110741,AVAX
2023-04-01 12:00:00,long,2023-04-21 12:00:00,2023-04-21 12:00:00,-0.016994382022472,AVAX
2023-04-26 12:00:00,short,2023-06-06 12:00:00,2023-06-06 12:00:00,0.1783264746227708,AVAX
2023-06-05 12:00:00,short,2023-10-01 00:00:00,2023-07-24 12:00:00,0.0929866036249014,AVAX
2023-10-02 12:00:00,short,2023-10-23 12:00:00,2023-10-05 00:00:00,-0.097019485369,AVAX
2023-10-04 12:00:00,long,2023-10-24 12:00:00,2023-10-12 12:00:00,-0.1169158415841583,AVAX
2023-10-23 12:00:00,long,2023-10-25 00:00:00,2023-10-25 00:00:00,-0.0316635160680528,AVAX
2024-01-06 00:00:00,short,2024-01-30 00:00:00,2024-01-30 00:00:00,-0.0448704734419019,AVAX
2024-01-30 12:00:00,short,2024-04-08 00:00:00,2024-02-14 00:00:00,-0.1565324430862962,AVAX
2024-02-05 00:00:00,long,2024-02-27 12:00:00,2024-02-23 12:00:00,0.0411756453423119,AVAX
2024-02-26 12:00:00,long,2024-07-30 12:00:00,2024-04-01 00:00:00,0.3861669636039704,AVAX
2024-03-31 00:00:00,long,2024-07-30 12:00:00,2024-04-02 00:00:00,-0.1023570497299309,AVAX
2024-04-02 00:00:00,short,2024-05-04 12:00:00,2024-05-04 12:00:00,0.257455467342718,AVAX
2024-05-06 12:00:00,short,2024-06-03 00:00:00,2024-06-03 00:00:00,0.0387683694891531,AVAX
2024-06-02 12:00:00,short,2024-07-01 00:00:00,2024-07-01 00:00:00,0.1705926733171261,AVAX
2024-07-10 12:00:00,short,2024-08-20 00:00:00,2024-07-21 12:00:00,-0.1764124526437162,AVAX
2024-07-19 12:00:00,long,2024-07-30 12:00:00,2024-07-30 12:00:00,-0.060458096590909,AVAX
2024-07-31 12:00:00,short,2024-08-20 00:00:00,2024-08-20 00:00:00,0.1648725212464588,AVAX
2024-08-22 12:00:00,long,2024-09-15 12:00:00,2024-09-04 00:00:00,-0.1694230769230769,AVAX
2024-09-03 12:00:00,short,2024-09-08 00:00:00,2024-09-08 00:00:00,-0.055862221240892,AVAX
2024-09-13 12:00:00,long,2024-09-15 12:00:00,2024-09-15 12:00:00,-0.0461661983139302,AVAX
2024-09-18 12:00:00,long,2024-10-05 00:00:00,2024-10-05 00:00:00,0.0451782820097246,AVAX
2024-10-04 00:00:00,long,2024-10-23 00:00:00,2024-10-23 00:00:00,0.0499805523142744,AVAX
2024-10-23 00:00:00,short,,2024-10-29 12:00:00,,AVAX
2024-10-25 00:00:00,short,,2024-10-29 12:00:00,,AVAX
2021-03-13 12:00:00,long,2021-04-03 12:00:00,2021-03-15 00:00:00,-0.1238498964629034,BCH
2021-03-15 00:00:00,short,2021-07-05 12:00:00,2021-04-05 12:00:00,-0.1309593413531236,BCH
2021-04-04 00:00:00,long,2021-04-29 12:00:00,2021-04-29 12:00:00,0.5984067648980183,BCH
2021-04-30 00:00:00,long,2021-05-18 12:00:00,2021-05-18 12:00:00,0.2412947350122771,BCH
2021-05-19 00:00:00,short,2021-07-05 12:00:00,2021-07-05 12:00:00,0.6888183980967488,BCH
2021-07-05 00:00:00,short,2021-09-13 12:00:00,2021-08-11 12:00:00,-0.220633102607722,BCH
2021-08-27 00:00:00,long,2021-10-27 00:00:00,2021-09-21 00:00:00,-0.1665811868275187,BCH
2021-09-13 00:00:00,short,2021-10-05 12:00:00,2021-10-05 12:00:00,0.0562710692367534,BCH
2021-10-06 00:00:00,short,2021-10-28 00:00:00,2021-10-27 12:00:00,0.0143010368251699,BCH
2021-10-27 00:00:00,short,2021-11-25 00:00:00,2021-11-02 12:00:00,-0.0810313803808356,BCH
2021-11-08 00:00:00,long,2021-11-16 00:00:00,2021-11-16 00:00:00,-0.0440489611853761,BCH
2021-11-18 00:00:00,short,2021-11-25 00:00:00,2021-11-24 12:00:00,-0.0560994708337353,BCH
2021-12-28 12:00:00,short,2022-02-05 12:00:00,2022-02-05 12:00:00,0.3374971437276257,BCH
2022-02-10 00:00:00,long,2022-03-01 00:00:00,2022-02-20 00:00:00,-0.162593837535014,BCH
2022-02-20 00:00:00,short,2022-03-09 00:00:00,2022-02-28 12:00:00,-0.1103887772122662,BCH
2022-02-28 12:00:00,long,2022-04-06 12:00:00,2022-03-04 00:00:00,-0.1096887905604719,BCH
2022-03-04 00:00:00,short,2022-03-09 00:00:00,2022-03-09 00:00:00,0.0464048954614992,BCH
2022-03-10 00:00:00,short,2022-03-18 12:00:00,2022-03-18 12:00:00,-0.0530705699566604,BCH
2022-03-19 00:00:00,long,2022-04-06 12:00:00,2022-04-06 12:00:00,0.0977353035656922,BCH
2022-04-08 12:00:00,short,2022-07-16 12:00:00,2022-07-16 12:00:00,2.0342883983090654,BCH
2022-08-18 12:00:00,short,2022-09-08 12:00:00,2022-09-06 00:00:00,0.0111611513608771,BCH
2022-09-09 00:00:00,long,2022-10-26 12:00:00,2022-09-13 12:00:00,-0.081450296735905,BCH
2022-09-13 12:00:00,short,2022-10-04 00:00:00,2022-10-04 00:00:00,-0.0128016789087094,BCH
2022-10-07 12:00:00,short,2022-11-22 12:00:00,2022-11-22 12:00:00,0.095774647887324,BCH
2022-11-08 12:00:00,short,2022-11-22 12:00:00,2022-11-22 12:00:00,-0.0309859154929577,BCH
2022-11-22 12:00:00,long,2022-12-07 00:00:00,2022-12-07 00:00:00,-0.0025137111517368,BCH
2022-12-08 00:00:00,long,2023-01-10 12:00:00,2022-12-12 00:00:00,-0.0591530054644807,BCH
2022-12-11 12:00:00,short,2023-01-05 00:00:00,2023-01-05 00:00:00,0.0363148915427735,BCH
2023-01-10 00:00:00,long,2023-02-08 12:00:00,2023-02-08 12:00:00,0.1994902687673772,BCH
2023-02-18 12:00:00,long,2023-02-28 00:00:00,2023-02-28 00:00:00,-0.0334067547723934,BCH
2023-03-03 00:00:00,short,2023-03-14 12:00:00,2023-03-14 12:00:00,-0.0774302265126347,BCH
2023-03-18 12:00:00,short,2023-04-03 00:00:00,2023-04-02 00:00:00,0.0534351145038167,BCH
2023-04-02 12:00:00,short,2023-05-09 00:00:00,2023-04-11 12:00:00,-0.0587785164283323,BCH
2023-04-03 12:00:00,long,2023-04-19 12:00:00,2023-04-19 12:00:00,-0.0140845070422535,BCH
2023-04-20 12:00:00,short,2023-05-09 00:00:00,2023-05-09 00:00:00,0.0014224751066858,BCH
2023-05-10 00:00:00,short,2023-06-04 00:00:00,2023-06-04 00:00:00,0.0349589987052223,BCH
2023-06-04 12:00:00,short,2023-06-06 12:00:00,2023-06-06 12:00:00,0.0063057186344859,BCH
2023-06-07 00:00:00,short,2023-08-29 12:00:00,2023-06-21 00:00:00,-0.0563626383296109,BCH
2023-06-21 00:00:00,long,2023-07-16 12:00:00,2023-07-15 12:00:00,0.9022411128284388,BCH
2023-08-30 00:00:00,short,2023-10-13 12:00:00,2023-09-28 00:00:00,-0.094076067244186,BCH
2023-10-13 00:00:00,short,2023-11-06 00:00:00,2023-10-16 12:00:00,-0.0842882749973924,BCH
2023-10-20 00:00:00,long,2023-11-02 12:00:00,2023-11-02 12:00:00,-0.0474385245901638,BCH
2023-11-09 00:00:00,long,2023-12-11 00:00:00,2023-11-09 12:00:00,-0.0754323458767014,BCH
2023-11-11 00:00:00,short,2023-12-04 00:00:00,2023-12-04 00:00:00,-0.0682132121931744,BCH
2023-12-04 00:00:00,long,2024-01-03 12:00:00,2023-12-11 00:00:00,-0.0838448979591837,BCH
2023-12-27 00:00:00,long,2024-01-09 12:00:00,2024-01-03 12:00:00,-0.0961014263074485,BCH
2024-01-05 00:00:00,short,2024-01-10 12:00:00,2024-01-08 12:00:00,-0.052407579105587,BCH
2024-01-10 00:00:00,short,2024-01-21 00:00:00,2024-01-10 12:00:00,-0.0568431572331463,BCH
2024-01-10 12:00:00,long,2024-01-17 00:00:00,2024-01-17 00:00:00,-0.0221829603455043,BCH
2024-01-17 12:00:00,short,2024-02-07 12:00:00,2024-02-07 12:00:00,0.034965034965035,BCH
2024-02-11 00:00:00,long,2024-02-26 00:00:00,2024-02-26 00:00:00,-0.0062287655719138,BCH
2024-03-17 12:00:00,long,2024-05-23 12:00:00,2024-03-19 00:00:00,-0.0730067064083458,BCH
2024-03-19 00:00:00,short,2024-05-15 12:00:00,2024-03-21 00:00:00,-0.1162307574765725,BCH
2024-05-16 12:00:00,short,2024-06-03 00:00:00,2024-06-02 00:00:00,-0.0196164866651972,BCH
2024-05-20 12:00:00,long,2024-06-07 12:00:00,2024-06-02 00:00:00,-0.098184977794941,BCH
2024-06-02 12:00:00,short,2024-07-14 00:00:00,2024-06-05 12:00:00,-0.0636543427805563,BCH
2024-06-05 12:00:00,long,2024-07-19 00:00:00,2024-06-11 00:00:00,-0.0890579563812601,BCH
2024-07-18 12:00:00,long,2024-08-03 00:00:00,2024-08-03 00:00:00,-0.0252742946708464,BCH
2024-08-04 12:00:00,short,2024-08-21 12:00:00,2024-08-21 12:00:00,-0.0339918651946542,BCH
2024-08-26 12:00:00,short,2024-09-10 12:00:00,2024-09-10 12:00:00,0.0391621129326047,BCH
2024-09-14 00:00:00,short,2024-10-03 12:00:00,2024-09-24 12:00:00,-0.0582781494808382,BCH
2024-09-19 00:00:00,long,,2024-10-01 12:00:00,-0.1030774202815283,BCH
2024-10-09 12:00:00,short,,2024-10-14 12:00:00,-0.0822963487216625,BCH
2024-10-14 12:00:00,long,,2024-10-29 12:00:00,,BCH
2021-05-16 00:00:00,long,2021-07-07 12:00:00,2021-05-17 00:00:00,-0.1817179071825787,BNB
2021-06-07 12:00:00,short,2021-07-05 12:00:00,2021-07-05 12:00:00,0.2094060409487126,BNB
2021-07-07 00:00:00,long,2021-07-26 12:00:00,2021-07-19 12:00:00,-0.1472094243978523,BNB
2021-07-19 00:00:00,short,2021-07-24 00:00:00,2021-07-24 00:00:00,-0.0152020269369249,BNB
2021-07-26 00:00:00,long,2021-09-07 12:00:00,2021-09-07 12:00:00,0.4433515311244977,BNB
2021-09-08 00:00:00,short,2021-10-02 12:00:00,2021-10-02 12:00:00,-0.045438616983997,BNB
2021-10-04 12:00:00,long,2021-10-27 00:00:00,2021-10-27 00:00:00,0.0255688482289466,BNB
2021-11-19 00:00:00,long,2021-12-09 00:00:00,2021-12-04 00:00:00,-0.1226482107886773,BNB
2021-12-04 00:00:00,short,2021-12-08 12:00:00,2021-12-06 12:00:00,-0.0970589495757493,BNB
2021-12-07 12:00:00,short,2021-12-08 12:00:00,2021-12-08 12:00:00,-0.0462660665520711,BNB
2021-12-08 12:00:00,long,2022-02-17 00:00:00,2021-12-09 12:00:00,-0.0589146903820818,BNB
2021-12-09 12:00:00,short,2021-12-27 12:00:00,2021-12-27 12:00:00,0.0251247247067285,BNB
2021-12-28 12:00:00,short,2022-02-28 12:00:00,2022-02-28 12:00:00,0.3672894804197595,BNB
2022-03-02 00:00:00,long,2022-03-10 00:00:00,2022-03-04 12:00:00,-0.0823753026634382,BNB
2022-03-09 00:00:00,long,2022-04-11 00:00:00,2022-03-13 12:00:00,-0.0859473817353908,BNB
2022-04-11 12:00:00,short,2022-05-05 00:00:00,2022-04-20 00:00:00,-0.0825986683033888,BNB
2022-06-06 12:00:00,short,2022-07-04 00:00:00,2022-07-04 00:00:00,0.3239120681920147,BNB
2022-07-12 12:00:00,short,2022-08-30 00:00:00,2022-07-17 00:00:00,-0.1358694481276845,BNB
2022-07-16 12:00:00,long,2022-08-19 00:00:00,2022-08-19 00:00:00,0.1577261809447558,BNB
2022-08-26 12:00:00,short,2022-09-09 12:00:00,2022-09-09 12:00:00,-0.0534066864155733,BNB
2022-09-13 12:00:00,short,2022-09-27 00:00:00,2022-09-27 00:00:00,-0.0199611376081965,BNB
2022-09-27 00:00:00,long,2022-09-30 00:00:00,2022-09-27 12:00:00,-0.0318811706629054,BNB
2022-09-27 12:00:00,short,2022-09-28 12:00:00,2022-09-28 12:00:00,-0.0317361543248289,BNB
2022-09-29 12:00:00,long,2022-11-09 12:00:00,2022-10-10 00:00:00,-0.0402428722280886,BNB
2022-10-25 12:00:00,long,2022-11-09 12:00:00,2022-11-09 12:00:00,-0.0530383532723435,BNB
2022-11-09 12:00:00,short,2022-11-26 00:00:00,2022-11-10 00:00:00,-0.0720852306899217,BNB
2022-11-10 12:00:00,long,2023-01-08 00:00:00,2022-11-14 00:00:00,-0.1099292763157893,BNB
2022-11-27 12:00:00,short,2023-01-03 00:00:00,2023-01-03 00:00:00,0.2471112913034665,BNB
2023-01-02 12:00:00,short,2023-02-15 00:00:00,2023-01-09 00:00:00,-0.1146959746106937,BNB
2023-02-15 12:00:00,long,2023-03-31 00:00:00,2023-03-03 00:00:00,-0.0915800252047889,BNB
2023-02-22 00:00:00,short,2023-03-13 00:00:00,2023-03-13 00:00:00,0.0005686895767322,BNB
2023-02-27 00:00:00,short,2023-03-13 00:00:00,2023-03-13 00:00:00,-0.008530343650987,BNB
2023-03-14 00:00:00,short,2023-04-30 12:00:00,2023-03-16 00:00:00,-0.0422672703209233,BNB
2023-03-16 00:00:00,long,2023-03-31 00:00:00,2023-03-31 00:00:00,-0.0041178333861261,BNB
2023-04-11 00:00:00,long,2023-04-21 12:00:00,2023-04-21 12:00:00,-0.0197328476017,BNB
2023-04-21 00:00:00,long,2023-04-28 00:00:00,2023-04-28 00:00:00,-0.0152998776009791,BNB
2023-04-30 12:00:00,long,2023-07-14 12:00:00,2023-05-08 00:00:00,-0.0666444444444445,BNB
2023-05-02 12:00:00,short,2023-05-28 12:00:00,2023-05-28 12:00:00,0.0306138804295561,BNB
2023-05-29 12:00:00,short,2023-07-18 12:00:00,2023-07-18 12:00:00,0.2953647890251507,BNB
2023-07-20 00:00:00,long,2023-07-22 12:00:00,2023-07-22 12:00:00,-0.0131147540983606,BNB
2023-07-24 00:00:00,short,2023-07-27 00:00:00,2023-07-27 00:00:00,-0.01871272876825,BNB
2023-07-31 12:00:00,short,2023-08-08 12:00:00,2023-08-07 00:00:00,-0.0134070207757649,BNB
2023-08-10 12:00:00,short,2023-09-06 12:00:00,2023-09-06 12:00:00,0.1106001379627499,BNB
2023-09-18 12:00:00,short,2023-10-15 12:00:00,2023-10-15 12:00:00,0.0152761457109282,BNB
2023-10-17 00:00:00,short,2023-10-21 12:00:00,2023-10-21 12:00:00,-0.004919184820801,BNB
2023-10-20 00:00:00,long,2023-10-22 00:00:00,2023-10-22 00:00:00,-0.0007009345794393,BNB
2023-10-21 12:00:00,long,2023-11-21 12:00:00,2023-11-20 12:00:00,0.1178804855275443,BNB
2023-11-21 12:00:00,short,2023-12-10 00:00:00,2023-12-10 00:00:00,-0.0601229550901322,BNB
2023-12-09 12:00:00,short,2024-02-01 12:00:00,2023-12-12 12:00:00,-0.0660594940140583,BNB
2023-12-12 00:00:00,long,2024-01-12 12:00:00,2024-01-10 12:00:00,0.1691646682653875,BNB
2024-01-13 00:00:00,long,2024-04-02 00:00:00,2024-04-02 00:00:00,0.8593279839518555,BNB
2024-02-08 00:00:00,long,2024-04-02 00:00:00,2024-04-02 00:00:00,0.7548911328494794,BNB
2024-04-15 00:00:00,long,2024-04-30 00:00:00,2024-04-16 12:00:00,-0.0908347750865052,BNB
2024-04-15 12:00:00,short,2024-05-01 12:00:00,2024-04-22 00:00:00,-0.0755414906579846,BNB
2024-04-30 12:00:00,long,2024-05-07 12:00:00,2024-05-01 00:00:00,-0.0570841977869984,BNB
2024-05-01 00:00:00,short,2024-05-15 12:00:00,2024-05-03 12:00:00,-0.062012704212785,BNB
2024-05-08 00:00:00,long,2024-07-18 12:00:00,2024-06-24 12:00:00,-0.0529610323021706,BNB
2024-07-16 00:00:00,short,2024-08-11 00:00:00,2024-08-04 00:00:00,0.0767634854771783,BNB
2024-09-06 12:00:00,short,2024-09-17 00:00:00,2024-09-17 00:00:00,-0.0875977339763097,BNB
2024-09-13 12:00:00,long,2024-10-02 12:00:00,2024-10-02 12:00:00,-0.0320363048166785,BNB
2024-09-18 12:00:00,long,2024-10-25 12:00:00,2024-10-06 12:00:00,0.024798927613941,BNB
2024-10-03 12:00:00,long,2024-10-25 12:00:00,2024-10-25 12:00:00,0.053230543318649,BNB
2024-10-26 00:00:00,long,,2024-10-29 12:00:00,,BNB
2021-03-29 00:00:00,long,2021-05-03 12:00:00,2021-04-22 12:00:00,-0.1210796358854447,BTC
2021-04-18 00:00:00,short,2021-05-03 00:00:00,2021-05-03 00:00:00,-0.0888611147984981,BTC
2021-05-03 00:00:00,long,2021-09-07 12:00:00,2021-05-04 00:00:00,-0.0481626443993729,BTC
2021-05-03 12:00:00,short,2021-06-13 12:00:00,2021-06-13 12:00:00,0.5516708935244397,BTC
2021-06-18 12:00:00,short,2021-06-29 12:00:00,2021-06-29 12:00:00,-0.0095440342872944,BTC
2021-07-08 00:00:00,short,2021-09-13 12:00:00,2021-07-26 00:00:00,-0.0947710414242712,BTC
2021-07-25 00:00:00,long,2021-09-07 12:00:00,2021-09-07 12:00:00,0.3957800857233222,BTC
2021-09-17 12:00:00,short,2021-10-01 00:00:00,2021-10-01 00:00:00,-4.069752599700216e-06,BTC
2021-10-01 12:00:00,long,2021-11-01 12:00:00,2021-11-01 12:00:00,0.2530324598616456,BTC
2021-11-07 00:00:00,long,2022-02-05 12:00:00,2021-12-03 12:00:00,-0.1547356383477033,BTC
2021-11-16 12:00:00,short,2021-12-23 12:00:00,2021-12-23 12:00:00,0.2013839178954863,BTC
2021-12-28 12:00:00,short,2022-02-04 12:00:00,2022-02-04 12:00:00,0.2189061728869832,BTC
2022-02-20 00:00:00,short,2022-03-16 00:00:00,2022-02-28 12:00:00,-0.0560882268932062,BTC
2022-02-28 12:00:00,long,2022-03-10 00:00:00,2022-03-06 00:00:00,-0.115198970111214,BTC
2022-03-09 00:00:00,long,2022-03-17 00:00:00,2022-03-17 00:00:00,-0.0357885668085194,BTC
2022-03-16 12:00:00,long,2022-04-08 12:00:00,2022-04-08 12:00:00,0.0306388942939144,BTC
2022-04-10 12:00:00,short,2022-05-30 12:00:00,2022-05-30 12:00:00,0.3316596584954725,BTC
2022-06-01 12:00:00,short,2022-07-13 12:00:00,2022-07-09 00:00:00,0.4270448713038151,BTC
2022-07-11 00:00:00,short,2022-09-10 12:00:00,2022-09-10 00:00:00,-0.0471742315674443,BTC
2022-08-19 00:00:00,short,2022-09-10 12:00:00,2022-09-10 00:00:00,-0.000873448209943,BTC
2022-09-12 12:00:00,long,2022-11-08 00:00:00,2022-09-13 12:00:00,-0.0847481831366144,BTC
2022-09-13 12:00:00,short,2022-10-04 00:00:00,2022-10-04 00:00:00,0.0156212871187437,BTC
2022-10-07 12:00:00,short,2022-10-23 12:00:00,2022-10-23 12:00:00,0.0118960710323936,BTC
2022-10-25 12:00:00,long,2022-11-08 00:00:00,2022-11-08 00:00:00,-0.0185959262094204,BTC
2022-11-08 12:00:00,short,2022-12-17 00:00:00,2022-12-04 12:00:00,0.1147719424992292,BTC
2022-12-19 12:00:00,short,2023-01-04 12:00:00,2023-01-04 12:00:00,-0.0324638157129989,BTC
2022-12-20 12:00:00,long,2023-02-09 00:00:00,2023-01-09 00:00:00,0.0252471655275112,BTC
2023-01-10 12:00:00,long,2023-02-09 00:00:00,2023-02-09 00:00:00,0.2949712052181512,BTC
2023-02-15 12:00:00,long,2023-03-01 12:00:00,2023-03-01 00:00:00,-0.0491700600845664,BTC
2023-03-03 00:00:00,short,2023-03-13 12:00:00,2023-03-13 12:00:00,-0.070839008556263,BTC
2023-03-13 12:00:00,long,2023-04-21 00:00:00,2023-04-21 00:00:00,0.162530356464517,BTC
2023-04-26 12:00:00,short,2023-05-28 00:00:00,2023-04-30 12:00:00,-0.0502589479400419,BTC
2023-04-27 12:00:00,long,2023-05-29 00:00:00,2023-05-01 12:00:00,-0.0536536640431151,BTC
2023-05-07 12:00:00,short,2023-06-19 12:00:00,2023-06-18 12:00:00,0.0660138870036752,BTC
2023-06-20 00:00:00,long,2023-07-16 12:00:00,2023-07-16 12:00:00,0.120205652670452,BTC
2023-08-09 12:00:00,short,2023-08-31 00:00:00,2023-08-31 00:00:00,0.073061971145353,BTC
2023-09-17 12:00:00,short,2024-01-16 00:00:00,2023-10-02 00:00:00,-0.0618219409270763,BTC
2023-09-27 00:00:00,long,2023-10-11 12:00:00,2023-10-11 12:00:00,-0.0027443614640579,BTC
2023-10-16 00:00:00,long,2023-12-26 12:00:00,2023-12-18 12:00:00,0.4766158791478077,BTC
2023-12-31 00:00:00,long,2024-03-19 12:00:00,2024-01-23 00:00:00,-0.076739742548866,BTC
2024-01-14 12:00:00,short,2024-02-01 12:00:00,2024-01-31 12:00:00,-0.0401615050652895,BTC
2024-02-03 00:00:00,short,2024-04-22 12:00:00,2024-02-09 00:00:00,-0.0645826220712234,BTC
2024-02-07 12:00:00,long,2024-03-19 12:00:00,2024-03-19 12:00:00,0.3953113444089688,BTC
2024-03-24 12:00:00,long,2024-05-16 12:00:00,2024-04-17 12:00:00,-0.110092338951397,BTC
2024-04-13 12:00:00,short,2024-05-04 00:00:00,2024-05-04 00:00:00,-0.0077438098280837,BTC
2024-05-15 12:00:00,long,2024-06-11 00:00:00,2024-06-11 00:00:00,0.0367080271574542,BTC
2024-06-14 12:00:00,short,2024-07-15 00:00:00,2024-07-15 00:00:00,0.0617590873667706,BTC
2024-07-16 12:00:00,long,2024-08-02 12:00:00,2024-08-01 12:00:00,-0.0337101091123099,BTC
2024-08-03 12:00:00,short,2024-08-19 12:00:00,2024-08-19 12:00:00,0.0393313470659748,BTC
2024-08-18 00:00:00,long,2024-09-14 00:00:00,2024-09-04 00:00:00,-0.0556796484440142,BTC
2024-09-11 00:00:00,short,2024-09-17 00:00:00,2024-09-17 00:00:00,-0.0374105087393465,BTC
2024-09-17 12:00:00,long,2024-10-03 12:00:00,2024-10-03 12:00:00,-0.0077387103721706,BTC
2024-10-08 00:00:00,long,,2024-10-29 12:00:00,,BTC
2021-02-23 00:00:00,short,2021-03-24 00:00:00,2021-02-24 12:00:00,-0.2538364199003803,DOGE
2021-03-13 12:00:00,long,2021-04-01 12:00:00,2021-03-24 12:00:00,-0.1845616363960681,DOGE
2021-03-24 12:00:00,short,2021-03-26 00:00:00,2021-03-26 00:00:00,-0.0273450373908469,DOGE
2021-04-01 00:00:00,long,2021-05-18 12:00:00,2021-05-18 12:00:00,6.1269144824615465,DOGE
2021-05-19 00:00:00,short,2021-06-02 00:00:00,2021-06-02 00:00:00,-0.1154073182277756,DOGE
2021-06-02 12:00:00,short,2021-07-06 00:00:00,2021-07-05 00:00:00,0.7067300909035936,DOGE
2021-07-04 12:00:00,short,2021-10-04 12:00:00,2021-08-15 12:00:00,-0.2197103020531405,DOGE
2021-08-07 00:00:00,long,2021-09-02 12:00:00,2021-08-29 12:00:00,0.2627571202531646,DOGE
2021-08-28 12:00:00,long,2021-10-17 12:00:00,2021-09-07 12:00:00,-0.1218108391608391,DOGE
2021-09-07 12:00:00,short,2021-10-04 12:00:00,2021-10-04 12:00:00,0.1284545655538358,DOGE
2021-10-16 00:00:00,long,2021-10-22 12:00:00,2021-10-22 12:00:00,0.0100580671920365,DOGE
2021-10-22 00:00:00,long,2021-12-26 00:00:00,2021-10-27 00:00:00,-0.0859162621359224,DOGE
2021-12-14 12:00:00,short,2022-01-14 00:00:00,2022-01-14 00:00:00,0.0757959988729219,DOGE
2022-01-14 00:00:00,long,2022-03-25 12:00:00,2022-01-17 00:00:00,-0.0868620689655172,DOGE
2022-01-17 00:00:00,short,2022-02-12 12:00:00,2022-02-09 00:00:00,0.1342281879194629,DOGE
2022-02-11 12:00:00,short,2022-03-22 00:00:00,2022-03-19 12:00:00,0.155875299760192,DOGE
2022-03-22 12:00:00,short,2022-04-20 00:00:00,2022-03-24 00:00:00,-0.1014370400278967,DOGE
2022-03-24 00:00:00,long,2022-04-11 12:00:00,2022-04-11 12:00:00,-0.0054347826086956,DOGE
2022-04-12 00:00:00,long,2022-06-28 00:00:00,2022-04-25 00:00:00,-0.0996760563380282,DOGE
2022-04-20 12:00:00,short,2022-06-26 00:00:00,2022-04-25 12:00:00,-0.1300624629990587,DOGE
2022-06-06 12:00:00,short,2022-07-18 00:00:00,2022-07-17 00:00:00,0.2673784468853215,DOGE
